english	translation	category	sub_category	source
Ironman Group	あいあんぐるーぷ	actions	menu	groupTab
Chat-channel	チャットチャネル	actions	menu	groupTab
Your Clan	あなたのきょぎょう	actions	menu	groupTab
View another clan	べつのきょぎょうをみる	actions	menu	groupTab
Message	メッセージをおくる	actions	menu	groupTab
Remove friend	ともだちをはずす	actions	menu	groupTab
Switch world	せかいをかえる	actions	menu	groupTab
View Poll	とうひょうをみる	actions	menu	accountManagementTab
Hide	かくす	actions	menu	prayerTab
Activate	はじめる	actions	menu	prayerTab
Unhide	あらわす	actions	menu	prayerTab
Deactivate	おわる	actions	menu	prayerTab
Animation	アニメーション	actions	menu	spellBookTab
Hide	かくす	actions	menu	spellBookTab
Cast	となえる	actions	menu	spellBookTab
Unhide	あらわす	actions	menu	spellBookTab
View	みる	actions	menu	spellBookTab
Warnings	けいこく	actions	menu	spellBookTab
Configure	ていぎする	actions	menu	spellBookTab
Grand Exchange	グランドえくすちぇんじ	actions	menu	spellBookTab
Seers'	しーあーず	actions	menu	spellBookTab
Group: Previous	グループ：ぜんかい	actions	menu	spellBookTab
Group: Choose	グループ：えらぶ	actions	menu	spellBookTab
Outside	そと	actions	menu	spellBookTab
Yanille	ヤニール	actions	menu	spellBookTab
Enable warning	けいこくをオンにする	actions	menu	spellBookTab
Disable warning	けいこくをオフにする	actions	menu	spellBookTab
Turael	トゥーラエル	actions	menu	spellBookTab
Target	ねらう	actions	menu	spellBookTab
Setup	ていぎする	actions	menu	spellBookTab
Arceuus	アーキーウス	actions	menu	spellBookTab
Ancient	こだい	actions	menu	spellBookTab
Standard	ひょうじゅん	actions	menu	spellBookTab
Reanimate	よみがえらせる	actions	menu	spellBookTab
Resurrect	ふっかつさせる	actions	menu	spellBookTab
Study	べんきょうする	actions	item	Fire
Remove	はずす	actions	item	Oak lectern
Lay	しく	actions	item	Bird snare
Activate	はじめる	actions	item	Magic box
Crush	つぶす	actions	item	Smouldering heart
Eat-from	たべる	actions	item	Smouldering pile of flesh
Accurate	せいかく	actions	menu	combatOptionsTab
Aggressive	きょうぼう	actions	menu	combatOptionsTab
Defensive	ぼうえき	actions	menu	combatOptionsTab
Controlled	ていぎ	actions	menu	combatOptionsTab
Chop	きる	actions	menu	combatOptionsTab
Slash	ぎゃくばきり	actions	menu	combatOptionsTab
Stab	さすもじゃ	actions	menu	combatOptionsTab
Block	ふせぐ	actions	menu	combatOptionsTab
Pound	たたく	actions	menu	combatOptionsTab
Pummel	ぼくぼくたたく	actions	menu	combatOptionsTab
Spike	するどいさき	actions	menu	combatOptionsTab
Impale	さすもじゃ	actions	menu	combatOptionsTab
Smash	つぶす	actions	menu	combatOptionsTab
Lunge	とびかかる	actions	menu	combatOptionsTab
Swipe	そよがす	actions	menu	combatOptionsTab
Hack	きりさく	actions	menu	combatOptionsTab
Reap	かる	actions	menu	combatOptionsTab
Rapid	きょくはや	actions	menu	combatOptionsTab
Longrange	ながきょり	actions	menu	combatOptionsTab
Flick	ぱちっとする	actions	menu	combatOptionsTab
Lash	きりさく	actions	menu	combatOptionsTab
Deflect	そらす	actions	menu	combatOptionsTab
Fend	ふせぐ	actions	menu	combatOptionsTab
Bash	たたく	actions	menu	combatOptionsTab
Blaze	ほのお	actions	menu	combatOptionsTab
Scorch	あぶる	actions	menu	combatOptionsTab
Flare	ぴかっとひかる	actions	menu	combatOptionsTab
Last-tier contract	さいごのでんせつをもらう	actions	npc	Amy
Metamorph	へんしんする	actions	npc	Nid
Choose	えらぶ	actions	npc	Tenoch
Check-on	かくにんする	actions	npc	Man
Stats	すうじ	actions	npc	Worm Tongue
Take-5 concoctions	5つのやくをもらう	actions	object	Crate
Take-10 concoctions	10つのやくをもらう	actions	object	Crate
Take-many	たくさんもらう	actions	object	Medical box
Slide-along	すべりすすむ	actions	object	Icy ledge
Take-uniform	ユニフォームをもらう	actions	object	Wardrobe
Concentrate-potion	こうのうをあげる	actions	object	Retort
Homogenise-potion	むらをなくす	actions	object	Agitator
Crystalise-potion	しょうすいかする	actions	object	Alembic
Fulfil-order	ちゅういてんをかなえる	actions	object	Conveyor belt
Fight-privately	きゅうげきする	actions	object	Meeting flag
Leave-group	グループをでる	actions	object	Meeting flag (private)
Quick-slide	ばやくすべりおりる	actions	object	Slope
Change	かえる	actions	object	Scarecrow
Plant	うえる	actions	object	Pumpkin patch
Carve-pumpkin	かぼちゃをきざむ	actions	object	Pumpkin carving table
Setup	ていぎする	actions	npc	Ironman tutor
Drink-from	のむ	actions	object	Cauldron
Big-search	おおきくさがす	actions	object	Reward pool
Take-chisel	のみをもらう	actions	object	Weak cells
Channel (Varlamore)	チャネル（ウェイストーン）	actions	object	Waystone
Punch	パンチする	actions	menu	combatOptionsTab
Kick	キックする	actions	menu	combatOptionsTab
Unarmed	ぶそう	actions	menu	combatOptionsTab
(Members)	（メンバーズ）	actions	item	
Collection Overview	しゅうしゅくがいよう	actions	menu	characterSummaryTab
Hide notifications	つうちをかくす	actions	menu	
Add friend	ともだちをつける	actions	menu	groupTab
Add ignore	むしするをつける	actions	menu	groupTab
Hop-to	ピョンピョンのぼる	actions	menu	friendsTab
Perform <colNum0>Relic unlock</col>	レリックあけをえんじする	actions	menu	emotesTab
Loop	ループさせる	actions	menu	emotesTab
Toggle	きりかえる	actions	menu	musicTab
Open	ひらく	actions	menu	musicTab
Choose spell	しゅっぱつをえらぶ	actions	menu	combatOptionsTab
Focus	しゅうちゅうする	actions	menu	combatOptionsTab
Join <colNum0><!ANY_TRANSLATED0></col> channel	チャネルにさんかする	actions	menu	groupTab
Teleport to <colNum0><!ANY_TRANSLATED0></col>	テレポートする	actions	menu	groupTab
Viewer	びょういんしゃ	actions	menu	
On	おん	actions	menu	
Off	おふ	actions	menu	
Expel Guests	きゃくをおいだす	actions	menu	
Call Servant	しもべをよぶ	actions	menu	
Leave House	いえをでる	actions	menu	
Open subsection	さぶせくしょんをひらく	actions	menu	
Move	うごかす	actions	menu	
<colNum0>Trade:</col> Clear history	とりひきのれきしをけす	actions	menu	
<colNum0>Trade:</col> Show none	ナシをあらわす	actions	menu	
<colNum0>Trade:</col> Show friends	ともだちをあらわす	actions	menu	
<colNum0>Trade:</col> Show all	すべてをあらわす	actions	menu	
Leave <colNum0><!ANY_TRANSLATED0></col> channel	チャネルをでる	actions	menu	groupTab
Add friend <!PLAYER_NAME0>	ともだちをつける	actions	menu	groupTab
Add ignore <!PLAYER_NAME0>	むしするをつける	actions	menu	groupTab
Remove friend <!PLAYER_NAME0>	ともだちをはずす	actions	menu	groupTab
Remove ignore <!PLAYER_NAME0>	むしするをはずす	actions	menu	groupTab
View Channel	チャネルをみる	actions	menu	groupTab
Learn More	もっとまなぶ	actions	menu	
Dyes	いろをぬる	actions	npc	Aggie
Challenge	ちょうせんする	actions	npc	Yama
Claim-log-rewards	ろぐほうしゅうをもらう	actions	npc	The Collector
Metamorph	へんしんする	actions	npc	Bran
Sacrifice	おさげする	actions	npc	Branda the Fire Queen
Take pages	ぺーじをとる	actions	npc	Branda the Fire Queen
Top-Floor	いちばんうえのゆかへいく	actions	object	Ladder
Top-floor	いちばんうえのゆかへいく	actions	object	Staircase
Bottom-floor	いちばんしたのゆかへいく	actions	object	Staircase
Weiss	ワイス	actions	object	Boat
Fishing Guild	つりギルド	actions	object	Fancy Jewellery Box
Take manta ray	まんたれいをもらう	actions	object	Bounty supply crate
Take anglerfish	あんぐらーふぃっしゅをもらう	actions	object	Bounty supply crate
Reinvigorate	げんきをよみがえらせる	actions	object	Book of Eternal Flame
Trophies	とろふぃー	actions	object	Teak display
Bottom-Floor	いちばんしたのゆかへいく	actions	object	Ladder
Quench	ほぼらく	actions	object	Pool of ichor
Hang-over	ぶらさがる	actions	object	Platform edge
